"","row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"1","ENSG00000143816",104.704986465389,-3.01265346507168,0.179708784435296,-11.199527454354,4.09914139168423e-29,1.7582590667016e-27,"WNT9A"
"2","ENSG00000168004",33.5409073991034,-4.12459394875426,0.306729706741889,-10.1867992570527,2.27118982125103e-24,7.41574930556713e-23,"HRASLS5"
"3","ENSG00000082497",182.783095020721,-2.89919397420715,0.1905873513705,-9.96495287095485,2.16976747774258e-23,6.65252654655676e-22,"SERTAD4"
"4","ENSG00000087586",1800.51900393337,1.9638279341843,0.0976775013936695,9.86745074794438,5.76101051720336e-23,1.71683087223334e-21,"AURKA"
"5","ENSG00000101146",2268.05211308,1.7704461919146,0.0812338279774489,9.48430242790581,2.44009624201914e-21,6.57863802284435e-20,"RAE1"
"6","ENSG00000100321",158.303991052203,-2.97069286020513,0.213278726079056,-9.2399879558295,2.46524984933351e-20,6.16962162147257e-19,"SYNGR1"
"7","ENSG00000149571",25.9397892924655,-3.07959930355087,0.226617276630005,-9.17670238772754,4.44494669614987e-20,1.09714763721718e-18,"KIRREL3"
"8","ENSG00000151322",20.5565280697212,-3.17562985922541,0.239904190613461,-9.0687447087193,1.20396012628531e-19,2.89238094709695e-18,"NPAS3"
"9","ENSG00000246223",21.4398849462507,-3.2755180438957,0.252183573134062,-9.02326037979496,1.82572964879738e-19,4.35550549712402e-18,"LINC01550"
"10","ENSG00000262655",1906.12049530431,-2.97415393922634,0.219491303252616,-8.99422396227816,2.37906967405881e-19,5.64405800675743e-18,"SPON1"
"11","ENSG00000185339",939.934693064405,-2.24960466275299,0.13921309965335,-8.97620027040981,2.80278978781342e-19,6.61713892860425e-18,"TCN2"
"12","ENSG00000163297",2674.89288339043,-1.97884511236465,0.109893911551577,-8.90718237748085,5.23459071765818e-19,1.21651745937364e-17,"ANTXR2"
"13","ENSG00000160856",51.1866682579175,-3.26921467965899,0.256499546393959,-8.84685650154595,9.0019024509453e-19,2.061212573262e-17,"FCRL3"
"14","ENSG00000198846",423.88766212981,-2.67379903653425,0.189255871267906,-8.84410626376217,9.22637797727067e-19,2.10978566910351e-17,"TOX"
"15","ENSG00000113448",710.706283839946,-2.20057967636529,0.136516727780692,-8.7943777724732,1.43842856884676e-18,3.24796030743694e-17,"PDE4D"
"16","ENSG00000146374",156.81937476133,-3.08315704256651,0.239894068365455,-8.68365381753841,3.83254049128145e-18,8.43109583236472e-17,"RSPO3"
"17","ENSG00000184220",962.890007050373,1.73922548707294,0.0856133548965147,8.63446465760489,5.9002699847963e-18,1.27905281991279e-16,"CMSS1"
"18","ENSG00000265972",17800.8146601642,-2.0803327082367,0.125423673369948,-8.61346729217667,7.08834568777202e-18,1.52884659736388e-16,"TXNIP"
"19","ENSG00000129048",30.7496158084383,-2.97784746861647,0.234092570906523,-8.44899716790354,2.93815598267944e-17,6.07278116226599e-16,"ACKR4"
