"","row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"1","ENSG00000172782",46.4585531204826,-6.31354410358669,0.473141406788947,-11.2303510691401,2.89326662927584e-29,1.91540278496872e-27,"FADS6"
"2","ENSG00000181778",101.344488684096,-5.06830120095393,0.372057911705385,-10.9345912906575,7.87600706051083e-28,4.73111297470421e-26,"TMEM252"
"3","ENSG00000225953",468.520031305796,-3.63760008885526,0.242801206149175,-10.8632083451626,1.72577325057021e-27,1.01932893277639e-25,"SATB2-AS1"
"4","ENSG00000139540",3339.37688946346,-3.34086787368257,0.220552181129589,-10.6136691176369,2.57436812549451e-26,1.39125333203808e-24,"SLC39A5"
"5","ENSG00000133131",1277.41961984156,2.20676927673092,0.118583028798766,10.1765766059053,2.52280963384396e-24,1.20010960680628e-22,"MORC4"
"6","ENSG00000072133",284.486946294842,-3.58619694287119,0.261753439062425,-9.88027875444424,5.06916995197078e-23,2.24976275927061e-21,"RPS6KA6"
"7","ENSG00000253348",9.57788954621359,5.22123377809195,0.43246655745449,9.76083284436662,1.65788075356744e-22,7.08097805189687e-21,"CTC-455F18.1"
"8","ENSG00000139209",209.872689312612,-4.07468395988525,0.326714853393468,-9.41090962945098,4.91861562917193e-21,1.90376186173199e-19,"SLC38A4"
"9","ENSG00000163531",499.161704286693,-2.66884172483622,0.178832987118689,-9.33184504561588,1.04043708972714e-20,3.9265996912422e-19,"NFASC"
"10","ENSG00000153823",838.718181223335,-2.88532143622946,0.203481389624359,-9.26532612987307,1.9448206827756e-20,7.1944780950594e-19,"PID1"
"11","ENSG00000167800",159.996790174276,-3.95263568341634,0.319468056254071,-9.2423502932892,2.41141191511241e-20,8.88949378497993e-19,"TBX10"
"12","ENSG00000085563",1683.62248677506,-3.35711580150641,0.259198674131763,-9.09385747979628,9.55861346630101e-20,3.39000067096704e-18,"ABCB1"
"13","ENSG00000205277",8780.72855581466,-3.82323258201562,0.311252532882028,-9.07055295542189,1.18414532457523e-19,4.1763136491706e-18,"MUC12"
"14","ENSG00000196900",18.2898847544491,-3.5951102946395,0.287132900868953,-9.03801092381226,1.59548431801455e-19,5.54095138508725e-18,"TEX43"
"15","ENSG00000251537",5.04705606343551,4.21226420547603,0.356249672901453,9.01689025933399,1.93504100379431e-19,6.64754572730507e-18,"RP11-385D13.1"
"16","ENSG00000244405",648.558331320399,2.49114642964665,0.165773981088076,8.99505712452186,2.36109396072872e-19,8.05026639378504e-18,"ETV5"
"17","ENSG00000233589",9.087335130306,4.07778124074743,0.343476723330492,8.96066904011426,3.22714310860117e-19,1.08632337459766e-17,"RP4-694A7.2"
"18","ENSG00000118492",10.760005601783,-4.27526336197407,0.371749985897812,-8.81039269998626,1.24708208402164e-18,4.02320074964015e-17,"ADGB"
"19","ENSG00000185345",71.2295626065357,-2.56409472447699,0.178360676999111,-8.76928003858598,1.79812318772384e-18,5.76578814695261e-17,"PARK2"
"20","ENSG00000154153",1189.01417548298,-2.42672125283727,0.16300964825982,-8.75237305317796,2.08912467061877e-18,6.67868356722864e-17,"FAM134B"
"21","ENSG00000274993",404.621559196797,-2.79591699334185,0.207531894144884,-8.65369152409925,4.98598608910578e-18,1.55180881443207e-16,"RP11-395B7.2"
"22","ENSG00000113356",198.816696205764,2.35201044916437,0.156248036993129,8.65297558409533,5.01737617762839e-18,1.56005051659978e-16,"POLR3G"
"23","ENSG00000157703",21.333041088559,-4.81516710778463,0.454862728275901,-8.38751313444723,4.96533719721894e-17,1.42661410593152e-15,"SVOPL"
"24","ENSG00000185630",1725.66166255,-2.3296683382376,0.159162380477422,-8.35416217229934,6.58987597574533e-17,1.8848468846198e-15,"PBX1"
"25","ENSG00000255774",166.265196215612,-2.65934932489831,0.199870010744416,-8.30214257115443,1.02250397891371e-16,2.89075702294848e-15,"AP000439.3"
"26","ENSG00000115112",2643.08078954981,-2.55151073264215,0.187042561310866,-8.29496089963999,1.08620927375261e-16,3.06268607737682e-15,"TFCP2L1"
"27","ENSG00000124557",28.0227806848541,3.75949043715177,0.335621207657469,8.22203834022335,2.00073201271761e-16,5.53326903116863e-15,"BTN1A1"
"28","ENSG00000268926",5.73542432585452,-3.29247008766253,0.280699745999064,-8.16698312106835,3.16197118610341e-16,8.60256492986369e-15,"RP11-180I4.4"
"29","ENSG00000260401",188.803493223006,-2.39370619899739,0.171319073882093,-8.13514903750048,4.1143187951305e-16,1.10422895568296e-14,"RP11-800A3.4"
"30","ENSG00000153303",433.017818617995,-3.13743876457711,0.263581330610766,-8.10921911511817,5.09461038334725e-16,1.35247647578634e-14,"FRMD1"
"31","ENSG00000250133",5.76793542530382,4.57510917336561,0.441453191563027,8.09850113600364,5.56404443423088e-16,1.4746341950505e-14,"HOXC-AS2"
"32","ENSG00000232229",46.3035870837429,-2.80558334133972,0.223045213705416,-8.09514497685845,5.71961910885406e-16,1.51460280351713e-14,"LINC00865"
"33","ENSG00000148584",968.812972510569,-2.52275873934483,0.189234095291567,-8.04695758974407,8.48775779289472e-16,2.2235406379622e-14,"A1CF"
"34","ENSG00000162998",657.326975040187,-2.75089021686272,0.220590757648187,-7.9372782229397,2.06666120027335e-15,5.2537834368869e-14,"FRZB"
"35","ENSG00000144214",28.9876991152163,2.49675770212436,0.18952132888279,7.89756863223576,2.84396416395732e-15,7.14408294372109e-14,"LYG1"
"36","ENSG00000065923",467.566596234103,2.48468977645579,0.188447027506134,7.87855237678113,3.31195663456084e-15,8.28041274401572e-14,"SLC9A7"
"37","ENSG00000177602",197.473398821103,1.91313295211175,0.116526584842847,7.83626288664721,4.6415359330974e-15,1.14960317494962e-13,"GSG2"
"38","ENSG00000184471",2.72659889215699,4.93183542419121,0.506709319961573,7.75954826425806,8.52324257136619e-15,2.04873736150003e-13,"C1QTNF8"
"39","ENSG00000138079",561.965111761373,-2.93255343769516,0.250500607773806,-7.7147654645221,1.21204908415208e-14,2.86572051689737e-13,"SLC3A1"
"40","ENSG00000114248",527.529342059518,-2.47066842760383,0.191257550825746,-7.68946596489543,1.47750431866754e-14,3.45733834567735e-13,"LRRC31"
"41","ENSG00000143476",833.425424792425,1.84316786643128,0.109723630634149,7.68446925751713,1.53632561794762e-14,3.59233400747031e-13,"DTL"
