"","row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
"1","ENSG00000080573",750.63103702737,2.35786618961414,0.150511865186816,9.02165545506164,1.8526811087379e-19,9.0631156940962e-18,"COL5A3"
"2","ENSG00000114251",913.857929319279,2.42359573157338,0.16248099564033,8.76161378728049,1.92474742904147e-18,8.80734146603528e-17,"WNT5A"
"3","ENSG00000138316",321.711695739014,2.02213891874986,0.137863210273374,7.41415288910669,1.22404648544311e-13,3.56703349693528e-12,"ADAMTS14"
"4","ENSG00000235385",8.05664946337844,3.58564080137394,0.371088782140787,6.96771480522139,3.22130393073466e-12,8.27029803493579e-11,"GS1-600G8.5"
"5","ENSG00000186431",22.8958021398856,3.13686181815836,0.30827466906815,6.93168149240951,4.15867461503727e-12,1.05275539205839e-10,"FCAR"
"6","ENSG00000249992",449.613706383373,2.22363755774789,0.177719810017102,6.88520631228526,5.77038442640272e-12,1.44171107831442e-10,"TMEM158"
"7","ENSG00000205057",8.37964945344583,3.74410495069186,0.41506744262811,6.61122667997479,3.81148319321998e-11,8.74493819965541e-10,"CLLU1OS"
"8","ENSG00000268734",10.7148535310649,3.20639170235937,0.334072681458774,6.60452597538014,3.98791287411119e-11,9.12403099989765e-10,"CTB-61M7.2"
"9","ENSG00000136378",310.683488831297,1.91960285827637,0.139401103154769,6.59681191514955,4.20093150271521e-11,9.59119469926149e-10,"ADAMTS7"
"10","ENSG00000153976",42.5482711993386,2.1855731114118,0.183202450403495,6.47138239035903,9.71103295678748e-11,2.14353288436407e-09,"HS3ST3A1"
"11","ENSG00000163421",40.0138834388798,3.29243526293464,0.357196667524979,6.41785176446062,1.38210733006364e-10,3.00594504762841e-09,"PROK2"
"12","ENSG00000171049",85.8348179918412,2.93461738771394,0.306907780630403,6.30357882664345,2.90850181021389e-10,6.117429888752e-09,"FPR2"
"13","ENSG00000166535",9.53993525235868,3.3594950483945,0.38581092429065,6.11567713571785,9.61478147958566e-10,1.92295629591713e-08,"A2ML1"
